,Unnamed: 0,city,city_development_Index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
248,248,city_64,0.6659999999999999,Male,Has relevent experience,Part time course,Graduate,STEM,9,2.0,Pvt Ltd,1,19,1
249,249,city_64,0.6659999999999999,Other,No relevent experience,no_enrollment,Graduate,STEM,30,3.0,Pvt Ltd,>4,23,1
250,250,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,15,8.0,Other,>4,134,0
251,251,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,11,2.0,Early Stage Startup,1,40,0
252,252,city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,3.0,Pvt Ltd,1,11,0
253,253,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,,Other,3,102,0
254,254,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,2,,Other,never,100,0
255,255,city_83,0.923,Male,No relevent experience,no_enrollment,Masters,STEM,3,8.0,Pvt Ltd,never,30,0
256,256,city_103,0.92,Other,No relevent experience,no_enrollment,UH,,5,,Other,1,20,1
257,257,city_103,0.92,Other,Has relevent experience,no_enrollment,Graduate,STEM,14,6.0,Pvt Ltd,3,4,0
258,258,city_16,0.91,Other,No relevent experience,no_enrollment,UH,,5,,Other,never,15,0
259,259,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,0,,Other,1,14,1
260,260,city_83,0.923,Male,No relevent experience,no_enrollment,UH,,1,,Pvt Ltd,never,103,0
261,261,city_160,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,5,6.0,Public Sector,2,40,0
262,262,city_16,0.91,Male,Has relevent experience,no_enrollment,Phd,STEM,30,4.0,Pvt Ltd,2,27,0
263,263,city_114,0.926,Male,No relevent experience,no_enrollment,UH,,10,4.0,Pvt Ltd,>4,46,0
264,264,city_114,0.926,Male,Has relevent experience,no_enrollment,UH,,7,3.0,Pvt Ltd,>4,110,0
265,265,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,3.0,Funded Startup,1,96,0
266,266,city_103,0.92,Other,Has relevent experience,no_enrollment,Graduate,STEM,5,8.0,Pvt Ltd,2,57,0
267,267,city_160,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,6,,Other,1,240,0
268,268,city_98,0.949,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,3.0,Funded Startup,4,42,0
269,269,city_75,0.939,Male,Has relevent experience,no_enrollment,Masters,STEM,7,,Other,1,16,1
270,270,city_12,0.64,Male,Has relevent experience,no_enrollment,Graduate,STEM,30,3.0,Pvt Ltd,never,40,1
271,271,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,4.0,Funded Startup,2,94,0
272,272,city_37,0.794,Other,No relevent experience,no_enrollment,Graduate,STEM,9,7.0,Pvt Ltd,1,160,0
273,273,city_173,0.878,Male,No relevent experience,Part time course,Graduate,STEM,10,2.0,Early Stage Startup,1,25,0
274,274,city_43,0.516,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,1.0,Early Stage Startup,1,11,0
275,275,city_173,0.878,Other,Has relevent experience,no_enrollment,UH,,0,4.0,Pvt Ltd,1,29,0
276,276,city_90,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,,Other,1,23,0
277,277,city_142,0.727,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,2.0,Pvt Ltd,2,113,0
278,278,city_73,0.754,Other,Has relevent experience,no_enrollment,Graduate,STEM,15,,Other,2,56,0
279,279,city_104,0.924,Male,No relevent experience,Full time course,Graduate,STEM,2,,Other,1,39,1
280,280,city_103,0.92,Other,No relevent experience,no_enrollment,Graduate,STEM,2,6.0,Pvt Ltd,1,20,0
281,281,city_160,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,30,8.0,Pvt Ltd,1,40,0
282,282,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,30,1.0,Pvt Ltd,>4,56,0
283,283,city_145,0.555,Other,No relevent experience,Full time course,Graduate,STEM,4,,Other,1,106,0
284,284,city_114,0.926,Male,Has relevent experience,Part time course,Graduate,STEM,19,5.0,Pvt Ltd,2,64,0
285,285,city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,8.0,Pvt Ltd,1,51,0
286,286,city_67,0.855,Female,Has relevent experience,Full time course,Graduate,STEM,6,6.0,Pvt Ltd,2,41,0
287,287,city_103,0.92,Other,Has relevent experience,no_enrollment,Graduate,STEM,20,4.0,Pvt Ltd,>4,150,0
288,288,city_74,0.579,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,2.0,Pvt Ltd,1,320,0
289,289,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,7,,Other,never,20,0
290,290,city_21,0.624,Male,No relevent experience,Full time course,UH,,4,6.0,Pvt Ltd,1,9,1
291,291,city_102,0.804,Male,Has relevent experience,Full time course,Graduate,STEM,9,7.0,Pvt Ltd,1,74,0
292,292,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,3,,Public Sector,1,129,1
293,293,city_67,0.855,Female,Has relevent experience,no_enrollment,Masters,STEM,10,,Other,1,42,0
294,294,city_61,0.913,Other,No relevent experience,no_enrollment,UH,,2,4.0,Pvt Ltd,never,58,0
295,295,city_103,0.92,Male,No relevent experience,Full time course,UH,,3,,Other,1,126,1
296,296,city_103,0.92,Other,No relevent experience,no_enrollment,UH,,4,,Other,1,45,1
297,297,city_83,0.923,Male,Has relevent experience,no_enrollment,Graduate,STEM,30,2.0,Pvt Ltd,>4,166,0
298,298,city_61,0.913,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,3.0,Pvt Ltd,1,110,0
299,299,city_103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,30,,Other,1,37,0
300,300,city_102,0.804,Female,Has relevent experience,Part time course,Graduate,STEM,2,,Other,1,95,1
301,301,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,30,,Other,>4,29,1
302,302,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,30,3.0,Pvt Ltd,>4,31,0
303,303,city_116,0.743,Male,No relevent experience,Full time course,Masters,STEM,11,3.0,Pvt Ltd,>4,97,0
304,304,city_114,0.926,Male,No relevent experience,no_enrollment,UH,,3,,Other,never,16,0
305,305,city_103,0.92,Male,No relevent experience,no_enrollment,UH,,4,,Other,never,14,0
306,306,city_102,0.804,Male,Has relevent experience,no_enrollment,Phd,STEM,30,4.0,Pvt Ltd,>4,206,0
307,307,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,2,2.0,Funded Startup,1,204,0
308,308,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,18,8.0,Pvt Ltd,2,116,0
309,309,city_102,0.804,Other,Has relevent experience,no_enrollment,Masters,STEM,16,4.0,Pvt Ltd,4,161,0
310,310,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,30,,Other,>4,25,1
311,311,city_103,0.92,Other,Has relevent experience,no_enrollment,Graduate,STEM,18,5.0,Pvt Ltd,>4,94,0
312,312,city_103,0.92,Other,Has relevent experience,no_enrollment,Graduate,STEM,15,8.0,Pvt Ltd,>4,16,0
313,313,city_90,0.698,Male,Has relevent experience,Full time course,Masters,STEM,15,,Other,1,100,0
314,314,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,8.0,Pvt Ltd,never,107,0
315,315,city_157,0.769,Male,Has relevent experience,Part time course,Masters,STEM,11,,Other,1,17,0
316,316,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,1.0,Pvt Ltd,1,140,0
317,317,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,Humanities,3,8.0,Pvt Ltd,2,75,0
318,318,city_75,0.939,Other,Has relevent experience,no_enrollment,UH,,6,,Other,1,59,0
319,319,city_23,0.899,Other,Has relevent experience,no_enrollment,UH,,6,3.0,Other,1,146,0
320,320,city_93,0.865,Other,No relevent experience,no_enrollment,UH,,3,,Other,never,302,0
321,321,city_67,0.855,Female,Has relevent experience,no_enrollment,Masters,STEM,9,4.0,Pvt Ltd,2,42,1
322,322,city_94,0.698,Other,Has relevent experience,Part time course,UH,,9,,Other,4,74,0
323,323,city_16,0.91,Female,Has relevent experience,no_enrollment,Graduate,STEM,7,8.0,Pvt Ltd,1,22,0
324,324,city_102,0.804,Other,No relevent experience,no_enrollment,Graduate,STEM,3,,Other,never,53,1
325,325,city_61,0.913,Male,Has relevent experience,no_enrollment,Masters,STEM,30,5.0,Pvt Ltd,>4,143,0
326,326,city_67,0.855,Female,Has relevent experience,no_enrollment,Graduate,STEM,14,3.0,Pvt Ltd,2,72,0
327,327,city_103,0.92,Male,Has relevent experience,no_enrollment,UH,,11,5.0,Pvt Ltd,1,7,0
328,328,city_136,0.897,Male,No relevent experience,Full time course,Graduate,STEM,3,3.0,Early Stage Startup,1,182,0
329,329,city_99,0.915,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,3.0,Pvt Ltd,4,50,0
330,330,city_100,0.887,Male,Has relevent experience,no_enrollment,UH,,2,3.0,Public Sector,1,82,0
331,331,city_104,0.924,Other,Has relevent experience,no_enrollment,Graduate,STEM,9,2.0,Pvt Ltd,1,94,0
332,332,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,1.0,Other,2,60,1
333,333,city_65,0.802,Male,Has relevent experience,Full time course,Masters,STEM,5,4.0,Pvt Ltd,4,124,0
334,334,city_149,0.6890000000000001,Other,No relevent experience,no_enrollment,UH,,2,,Other,2,46,0
335,335,city_152,0.698,Male,No relevent experience,Full time course,Masters,STEM,3,,NGO,2,57,1
336,336,city_160,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,9,3.0,Pvt Ltd,1,17,0
337,337,city_103,0.92,Other,Has relevent experience,no_enrollment,Graduate,STEM,14,7.0,Pvt Ltd,>4,101,0
338,338,city_150,0.698,Male,No relevent experience,no_enrollment,UH,,3,,Pvt Ltd,never,31,0
339,339,city_136,0.897,Male,Has relevent experience,no_enrollment,Graduate,STEM,30,,Other,1,36,0
340,340,city_36,0.893,Male,Has relevent experience,Part time course,Graduate,STEM,15,,Other,4,198,0
341,341,city_16,0.91,Male,No relevent experience,no_enrollment,Masters,STEM,5,8.0,Pvt Ltd,never,31,0
342,342,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,30,3.0,Funded Startup,1,31,0
343,343,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,,Other,>4,26,1
344,344,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,3.0,Pvt Ltd,1,55,0
345,345,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,,Other,>4,8,1
346,346,city_16,0.91,Male,Has relevent experience,no_enrollment,UH,,30,4.0,Pvt Ltd,>4,38,0
347,347,city_23,0.899,Male,Has relevent experience,no_enrollment,Graduate,Humanities,16,,Other,2,8,0
348,348,city_173,0.878,Male,Has relevent experience,no_enrollment,Masters,STEM,30,6.0,Pvt Ltd,3,32,1
349,349,city_40,0.7759999999999999,Male,Has relevent experience,Part time course,Graduate,STEM,18,4.0,Funded Startup,>4,51,0
350,350,city_102,0.804,Male,Has relevent experience,Full time course,Graduate,STEM,9,7.0,Pvt Ltd,2,22,0
351,351,city_114,0.926,Male,Has relevent experience,Full time course,UH,,7,,Other,1,17,0
352,352,city_23,0.899,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,2.0,Funded Startup,1,19,0
353,353,city_21,0.624,Male,Has relevent experience,Full time course,Masters,STEM,9,3.0,Pvt Ltd,2,46,1
354,354,city_16,0.91,Female,Has relevent experience,no_enrollment,Graduate,STEM,13,3.0,Pvt Ltd,>4,15,0
355,355,city_160,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,30,,Other,>4,23,1
356,356,city_36,0.893,Male,Has relevent experience,no_enrollment,Graduate,STEM,30,4.0,Pvt Ltd,>4,38,0
357,357,city_21,0.624,Other,No relevent experience,Full time course,Masters,STEM,4,,Other,never,46,1
358,358,city_102,0.804,Other,No relevent experience,Full time course,Graduate,Business Degree,0,,Other,never,214,0
359,359,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,30,6.0,Public Sector,>4,52,0
360,360,city_103,0.92,Female,No relevent experience,no_enrollment,Graduate,STEM,0,,Other,never,22,1
361,361,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,15,4.0,Pvt Ltd,2,65,0
362,362,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,7.0,Pvt Ltd,4,86,0
363,363,city_100,0.887,Male,No relevent experience,Full time course,Graduate,STEM,4,,Other,1,52,1
364,364,city_136,0.897,Other,Has relevent experience,no_enrollment,Masters,STEM,14,,Other,>4,21,0
365,365,city_114,0.926,Male,No relevent experience,no_enrollment,Graduate,STEM,3,6.0,Public Sector,1,86,0
366,366,city_136,0.897,Male,No relevent experience,Full time course,Masters,STEM,5,,Other,4,288,1
367,367,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,30,4.0,Pvt Ltd,>4,53,0
368,368,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,3.0,Other,1,60,0
369,369,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,18,,Other,>4,178,0
370,370,city_75,0.939,Male,Has relevent experience,no_enrollment,Phd,STEM,30,3.0,Pvt Ltd,2,166,0
371,371,city_104,0.924,Male,Has relevent experience,no_enrollment,Phd,Humanities,30,,Other,1,62,0
372,372,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,7,8.0,Other,1,35,0
373,373,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,4.0,Pvt Ltd,>4,106,0
374,374,city_138,0.836,Male,No relevent experience,no_enrollment,Graduate,STEM,6,1.0,Pvt Ltd,never,58,0
375,375,city_103,0.92,Other,Has relevent experience,no_enrollment,UH,,18,8.0,Pvt Ltd,1,80,0
376,376,city_75,0.939,Male,Has relevent experience,no_enrollment,Masters,STEM,16,7.0,NGO,2,166,0
377,377,city_10,0.895,Other,Has relevent experience,no_enrollment,Masters,STEM,30,4.0,Pvt Ltd,1,25,0
378,378,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,30,8.0,Pvt Ltd,never,109,0
379,379,city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,1,1.0,Early Stage Startup,1,37,0
380,380,city_11,0.55,Other,No relevent experience,Full time course,Graduate,STEM,4,,Other,never,55,1
381,381,city_45,0.89,Male,No relevent experience,no_enrollment,Graduate,STEM,9,3.0,Pvt Ltd,3,51,0
382,382,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,3.0,Funded Startup,1,84,0
383,383,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,30,5.0,NGO,1,72,0
384,384,city_100,0.887,Male,Has relevent experience,no_enrollment,UH,,30,4.0,Pvt Ltd,1,47,0
385,385,city_67,0.855,Male,No relevent experience,Full time course,Graduate,STEM,12,,Other,4,47,0
386,386,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,,Other,1,198,1
387,387,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,Other,2,6.0,Public Sector,1,64,0
388,388,city_50,0.8959999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,15,8.0,Pvt Ltd,>4,23,1
389,389,city_71,0.884,Male,No relevent experience,Full time course,Masters,STEM,14,4.0,Public Sector,3,96,0
390,390,city_21,0.624,Male,No relevent experience,no_enrollment,UH,,2,,Pvt Ltd,never,306,0
391,391,city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,1.0,NGO,1,8,0
392,392,city_46,0.762,Male,Has relevent experience,no_enrollment,Graduate,STEM,30,4.0,Pvt Ltd,1,48,0
393,393,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,2.0,Pvt Ltd,1,98,1
394,394,city_114,0.926,Other,No relevent experience,no_enrollment,Phd,STEM,7,5.0,NGO,never,46,0
395,395,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,1,,Other,1,53,1
396,396,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,30,1.0,Pvt Ltd,1,102,0
397,397,city_160,0.92,Other,No relevent experience,Full time course,Graduate,STEM,4,,Other,1,76,0
398,398,city_103,0.92,Male,No relevent experience,no_enrollment,UH,,1,,Other,never,43,0
399,399,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,30,3.0,Pvt Ltd,>4,32,0
400,400,city_67,0.855,Other,Has relevent experience,no_enrollment,Graduate,STEM,5,,Other,1,54,0
401,401,city_162,0.767,Other,Has relevent experience,Full time course,Masters,STEM,8,2.0,Pvt Ltd,1,7,0
402,402,city_71,0.884,Female,Has relevent experience,no_enrollment,Masters,STEM,3,,Other,2,322,1
403,403,city_80,0.847,Other,Has relevent experience,no_enrollment,UH,,30,5.0,Other,never,96,0
404,404,city_160,0.92,Female,Has relevent experience,Full time course,Graduate,STEM,4,7.0,Pvt Ltd,1,7,0
405,405,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,2.0,Pvt Ltd,1,53,0
406,406,city_67,0.855,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,2.0,Funded Startup,1,161,0
407,407,city_136,0.897,Male,No relevent experience,no_enrollment,Masters,STEM,8,2.0,Pvt Ltd,1,11,0
408,408,city_41,0.8270000000000001,Other,Has relevent experience,no_enrollment,Graduate,STEM,9,4.0,Public Sector,2,6,0
409,409,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,1,3.0,Other,1,72,1
410,410,city_105,0.794,Female,Has relevent experience,no_enrollment,Masters,Humanities,6,3.0,Pvt Ltd,1,182,0
411,411,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,30,7.0,Pvt Ltd,>4,67,0
412,412,city_128,0.527,Female,No relevent experience,no_enrollment,Graduate,STEM,1,,Other,1,50,0
413,413,city_71,0.884,Female,No relevent experience,Part time course,Graduate,STEM,5,4.0,Pvt Ltd,1,16,0
414,414,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,30,8.0,Pvt Ltd,>4,38,0
415,415,city_103,0.92,Other,Has relevent experience,no_enrollment,Graduate,Arts,5,2.0,Early Stage Startup,1,98,0
416,416,city_70,0.698,Male,No relevent experience,Part time course,Graduate,STEM,4,,Other,2,7,1
417,417,city_160,0.92,Male,No relevent experience,Full time course,Graduate,STEM,2,,Other,1,88,0
418,418,city_71,0.884,Male,Has relevent experience,no_enrollment,Masters,STEM,4,4.0,Pvt Ltd,2,112,0
419,419,city_158,0.7659999999999999,Other,Has relevent experience,Full time course,Graduate,STEM,15,7.0,Other,never,30,1
420,420,city_123,0.738,Other,Has relevent experience,no_enrollment,Graduate,STEM,9,3.0,Funded Startup,1,9,0
421,421,city_67,0.855,Other,No relevent experience,Full time course,UH,,4,8.0,Pvt Ltd,1,36,0
422,422,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,4.0,Pvt Ltd,4,24,0
423,423,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,Humanities,2,8.0,NGO,1,28,0
424,424,city_173,0.878,Male,Has relevent experience,Part time course,Graduate,STEM,10,3.0,Public Sector,1,166,0
425,425,city_21,0.624,Male,Has relevent experience,Full time course,Masters,STEM,10,3.0,Pvt Ltd,2,61,1
426,426,city_46,0.762,Male,Has relevent experience,no_enrollment,Graduate,STEM,30,3.0,Public Sector,3,24,0
427,427,city_16,0.91,Male,No relevent experience,Full time course,Graduate,STEM,10,,Other,1,8,1
428,428,city_165,0.903,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,,Other,1,133,0
429,429,city_67,0.855,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,,Other,>4,143,0
430,430,city_173,0.878,Male,Has relevent experience,no_enrollment,Graduate,STEM,30,2.0,Pvt Ltd,>4,29,0
431,431,city_103,0.92,Other,Has relevent experience,no_enrollment,Graduate,STEM,7,8.0,Pvt Ltd,1,53,0
432,432,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,8.0,Public Sector,>4,11,1
433,433,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,3.0,Other,1,7,0
434,434,city_46,0.762,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,3.0,Pvt Ltd,>4,87,0
435,435,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,2.0,Funded Startup,1,18,0
436,436,city_41,0.8270000000000001,Male,Has relevent experience,no_enrollment,Graduate,Arts,9,6.0,Pvt Ltd,1,76,1
437,437,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,8.0,Pvt Ltd,1,114,0
438,438,city_103,0.92,Other,No relevent experience,Full time course,UH,,5,,Other,0,56,0
439,439,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,3.0,Other,>4,30,0
440,440,city_83,0.923,Male,Has relevent experience,no_enrollment,Graduate,STEM,30,5.0,Pvt Ltd,>4,80,0
441,441,city_40,0.7759999999999999,Male,Has relevent experience,Full time course,Graduate,STEM,14,6.0,Pvt Ltd,never,52,0
